date_key,full_date,year,month,quarter
869,2020-05-18,2020,5,2
870,2020-05-19,2020,5,2
871,2020-05-20,2020,5,2
872,2020-05-21,2020,5,2
873,2020-05-22,2020,5,2
874,2020-05-23,2020,5,2
875,2020-05-24,2020,5,2
876,2020-05-25,2020,5,2
877,2020-05-26,2020,5,2
878,2020-05-27,2020,5,2
879,2020-05-28,2020,5,2
880,2020-05-29,2020,5,2
881,2020-05-30,2020,5,2
882,2020-05-31,2020,5,2
883,2020-06-01,2020,6,2
884,2020-06-02,2020,6,2
885,2020-06-03,2020,6,2
886,2020-06-04,2020,6,2
887,2020-06-05,2020,6,2
888,2020-06-06,2020,6,2
889,2020-06-07,2020,6,2
890,2020-06-08,2020,6,2
891,2020-06-09,2020,6,2
892,2020-06-10,2020,6,2
893,2020-06-11,2020,6,2
894,2020-06-12,2020,6,2
895,2020-06-13,2020,6,2
896,2020-06-14,2020,6,2
897,2020-06-15,2020,6,2
898,2020-06-16,2020,6,2
899,2020-06-17,2020,6,2
900,2020-06-18,2020,6,2
901,2020-06-19,2020,6,2
902,2020-06-20,2020,6,2
903,2020-06-21,2020,6,2
904,2020-06-22,2020,6,2
905,2020-06-23,2020,6,2
906,2020-06-24,2020,6,2
907,2020-06-25,2020,6,2
908,2020-06-26,2020,6,2
909,2020-06-27,2020,6,2
910,2020-06-28,2020,6,2
911,2020-06-29,2020,6,2
912,2020-06-30,2020,6,2
913,2020-07-01,2020,7,3
914,2020-07-02,2020,7,3
915,2020-07-03,2020,7,3
916,2020-07-04,2020,7,3
917,2020-07-05,2020,7,3
918,2020-07-06,2020,7,3
919,2020-07-07,2020,7,3
920,2020-07-08,2020,7,3
921,2020-07-09,2020,7,3
922,2020-07-10,2020,7,3
923,2020-07-11,2020,7,3
924,2020-07-12,2020,7,3
925,2020-07-13,2020,7,3
926,2020-07-14,2020,7,3
927,2020-07-15,2020,7,3
928,2020-07-16,2020,7,3
929,2020-07-17,2020,7,3
930,2020-07-18,2020,7,3
931,2020-07-19,2020,7,3
932,2020-07-20,2020,7,3
933,2020-07-21,2020,7,3
934,2020-07-22,2020,7,3
935,2020-07-23,2020,7,3
936,2020-07-24,2020,7,3
937,2020-07-25,2020,7,3
938,2020-07-26,2020,7,3
939,2020-07-27,2020,7,3
940,2020-07-28,2020,7,3
941,2020-07-29,2020,7,3
942,2020-07-30,2020,7,3
943,2020-07-31,2020,7,3
944,2020-08-01,2020,8,3
945,2020-08-02,2020,8,3
946,2020-08-03,2020,8,3
947,2020-08-04,2020,8,3
948,2020-08-05,2020,8,3
949,2020-08-06,2020,8,3
950,2020-08-07,2020,8,3
951,2020-08-08,2020,8,3
952,2020-08-09,2020,8,3
953,2020-08-10,2020,8,3
954,2020-08-11,2020,8,3
955,2020-08-12,2020,8,3
956,2020-08-13,2020,8,3
957,2020-08-14,2020,8,3
958,2020-08-15,2020,8,3
959,2020-08-16,2020,8,3
960,2020-08-17,2020,8,3
961,2020-08-18,2020,8,3
962,2020-08-19,2020,8,3
963,2020-08-20,2020,8,3
964,2020-08-21,2020,8,3
965,2020-08-22,2020,8,3
966,2020-08-23,2020,8,3
967,2020-08-24,2020,8,3
968,2020-08-25,2020,8,3
969,2020-08-26,2020,8,3
970,2020-08-27,2020,8,3
971,2020-08-28,2020,8,3
972,2020-08-29,2020,8,3
973,2020-08-30,2020,8,3
974,2020-08-31,2020,8,3
975,2020-09-01,2020,9,3
976,2020-09-02,2020,9,3
977,2020-09-03,2020,9,3
978,2020-09-04,2020,9,3
979,2020-09-05,2020,9,3
980,2020-09-06,2020,9,3
981,2020-09-07,2020,9,3
982,2020-09-08,2020,9,3
983,2020-09-09,2020,9,3
984,2020-09-10,2020,9,3
985,2020-09-11,2020,9,3
986,2020-09-12,2020,9,3
987,2020-09-13,2020,9,3
988,2020-09-14,2020,9,3
989,2020-09-15,2020,9,3
990,2020-09-16,2020,9,3
991,2020-09-17,2020,9,3
992,2020-09-18,2020,9,3
993,2020-09-19,2020,9,3
994,2020-09-20,2020,9,3
995,2020-09-21,2020,9,3
996,2020-09-22,2020,9,3
997,2020-09-23,2020,9,3
998,2020-09-24,2020,9,3
999,2020-09-25,2020,9,3
1000,2020-09-26,2020,9,3
1001,2020-09-27,2020,9,3
1002,2020-09-28,2020,9,3
1003,2020-09-29,2020,9,3
1004,2020-09-30,2020,9,3
1005,2020-10-01,2020,10,4
1006,2020-10-02,2020,10,4
1007,2020-10-03,2020,10,4
1008,2020-10-04,2020,10,4
1009,2020-10-05,2020,10,4
1010,2020-10-06,2020,10,4
1011,2020-10-07,2020,10,4
1012,2020-10-08,2020,10,4
1013,2020-10-09,2020,10,4
1014,2020-10-10,2020,10,4
1015,2020-10-11,2020,10,4
1016,2020-10-12,2020,10,4
1017,2020-10-13,2020,10,4
1018,2020-10-14,2020,10,4
1019,2020-10-15,2020,10,4
1020,2020-10-16,2020,10,4
1021,2020-10-17,2020,10,4
1022,2020-10-18,2020,10,4
1023,2020-10-19,2020,10,4
1024,2020-10-20,2020,10,4
1025,2020-10-21,2020,10,4
1026,2020-10-22,2020,10,4
1027,2020-10-23,2020,10,4
1028,2020-10-24,2020,10,4
1029,2020-10-25,2020,10,4
1030,2020-10-26,2020,10,4
1031,2020-10-27,2020,10,4
1032,2020-10-28,2020,10,4
1033,2020-10-29,2020,10,4
1034,2020-10-30,2020,10,4
1035,2020-10-31,2020,10,4
1036,2020-11-01,2020,11,4
1037,2020-11-02,2020,11,4
1038,2020-11-03,2020,11,4
1039,2020-11-04,2020,11,4
1040,2020-11-05,2020,11,4
1041,2020-11-06,2020,11,4
1042,2020-11-07,2020,11,4
1043,2020-11-08,2020,11,4
1044,2020-11-09,2020,11,4
1045,2020-11-10,2020,11,4
1046,2020-11-11,2020,11,4
1047,2020-11-12,2020,11,4
1048,2020-11-13,2020,11,4
1049,2020-11-14,2020,11,4
1050,2020-11-15,2020,11,4
1051,2020-11-16,2020,11,4
1052,2020-11-17,2020,11,4
1053,2020-11-18,2020,11,4
1054,2020-11-19,2020,11,4
1055,2020-11-20,2020,11,4
1056,2020-11-21,2020,11,4
1057,2020-11-22,2020,11,4
1058,2020-11-23,2020,11,4
1059,2020-11-24,2020,11,4
1060,2020-11-25,2020,11,4
1061,2020-11-26,2020,11,4
1062,2020-11-27,2020,11,4
1063,2020-11-28,2020,11,4
1064,2020-11-29,2020,11,4
1065,2020-11-30,2020,11,4
1066,2020-12-01,2020,12,4
1067,2020-12-02,2020,12,4
1068,2020-12-03,2020,12,4
1069,2020-12-04,2020,12,4
1070,2020-12-05,2020,12,4
1071,2020-12-06,2020,12,4
1072,2020-12-07,2020,12,4
1073,2020-12-08,2020,12,4
1074,2020-12-09,2020,12,4
1075,2020-12-10,2020,12,4
1076,2020-12-11,2020,12,4
1077,2020-12-12,2020,12,4
1078,2020-12-13,2020,12,4
1079,2020-12-14,2020,12,4
1080,2020-12-15,2020,12,4
1081,2020-12-16,2020,12,4
1082,2020-12-17,2020,12,4
1083,2020-12-18,2020,12,4
1084,2020-12-19,2020,12,4
1085,2020-12-20,2020,12,4
1086,2020-12-21,2020,12,4
1087,2020-12-22,2020,12,4
1088,2020-12-23,2020,12,4
1089,2020-12-24,2020,12,4
1090,2020-12-25,2020,12,4
1091,2020-12-26,2020,12,4
1092,2020-12-27,2020,12,4
1093,2020-12-28,2020,12,4
1094,2020-12-29,2020,12,4
1095,2020-12-30,2020,12,4
1096,2020-12-31,2020,12,4
1097,2021-01-01,2021,1,1
1098,2021-01-02,2021,1,1
1099,2021-01-03,2021,1,1
1100,2021-01-04,2021,1,1
1101,2021-01-05,2021,1,1
1102,2021-01-06,2021,1,1
1103,2021-01-07,2021,1,1
1104,2021-01-08,2021,1,1
1105,2021-01-09,2021,1,1
1106,2021-01-10,2021,1,1
1107,2021-01-11,2021,1,1
1108,2021-01-12,2021,1,1
1109,2021-01-13,2021,1,1
1110,2021-01-14,2021,1,1
1111,2021-01-15,2021,1,1
1112,2021-01-16,2021,1,1
1113,2021-01-17,2021,1,1
1114,2021-01-18,2021,1,1
1115,2021-01-19,2021,1,1
1116,2021-01-20,2021,1,1
1117,2021-01-21,2021,1,1
1118,2021-01-22,2021,1,1
1119,2021-01-23,2021,1,1
1120,2021-01-24,2021,1,1
1121,2021-01-25,2021,1,1
1122,2021-01-26,2021,1,1
1123,2021-01-27,2021,1,1
1124,2021-01-28,2021,1,1
1125,2021-01-29,2021,1,1
1126,2021-01-30,2021,1,1
1127,2021-01-31,2021,1,1
1128,2021-02-01,2021,2,1
1129,2021-02-02,2021,2,1
1130,2021-02-03,2021,2,1
1131,2021-02-04,2021,2,1
1132,2021-02-05,2021,2,1
1133,2021-02-06,2021,2,1
1134,2021-02-07,2021,2,1
1135,2021-02-08,2021,2,1
1136,2021-02-09,2021,2,1
1137,2021-02-10,2021,2,1
1138,2021-02-11,2021,2,1
1139,2021-02-12,2021,2,1
1140,2021-02-13,2021,2,1
1141,2021-02-14,2021,2,1
1142,2021-02-15,2021,2,1
1143,2021-02-16,2021,2,1
1144,2021-02-17,2021,2,1
1145,2021-02-18,2021,2,1
1146,2021-02-19,2021,2,1
1147,2021-02-20,2021,2,1
1148,2021-02-21,2021,2,1
1149,2021-02-22,2021,2,1
1150,2021-02-23,2021,2,1
1151,2021-02-24,2021,2,1
1152,2021-02-25,2021,2,1
1153,2021-02-26,2021,2,1
1154,2021-02-27,2021,2,1
1155,2021-02-28,2021,2,1
1156,2021-03-01,2021,3,1
1157,2021-03-02,2021,3,1
1158,2021-03-03,2021,3,1
1159,2021-03-04,2021,3,1
1160,2021-03-05,2021,3,1
1161,2021-03-06,2021,3,1
1162,2021-03-07,2021,3,1
1163,2021-03-08,2021,3,1
1164,2021-03-09,2021,3,1
1165,2021-03-10,2021,3,1
1166,2021-03-11,2021,3,1
1167,2021-03-12,2021,3,1
1168,2021-03-13,2021,3,1
1169,2021-03-14,2021,3,1
1170,2021-03-15,2021,3,1
1171,2021-03-16,2021,3,1
1172,2021-03-17,2021,3,1
1173,2021-03-18,2021,3,1
1174,2021-03-19,2021,3,1
1175,2021-03-20,2021,3,1
1176,2021-03-21,2021,3,1
1177,2021-03-22,2021,3,1
1178,2021-03-23,2021,3,1
1179,2021-03-24,2021,3,1
1180,2021-03-25,2021,3,1
1181,2021-03-26,2021,3,1
1182,2021-03-27,2021,3,1
1183,2021-03-28,2021,3,1
1184,2021-03-29,2021,3,1
1185,2021-03-30,2021,3,1
1186,2021-03-31,2021,3,1
1187,2021-04-01,2021,4,2
1188,2021-04-02,2021,4,2
1189,2021-04-03,2021,4,2
1190,2021-04-04,2021,4,2
1191,2021-04-05,2021,4,2
1192,2021-04-06,2021,4,2
1193,2021-04-07,2021,4,2
1194,2021-04-08,2021,4,2
1195,2021-04-09,2021,4,2
1196,2021-04-10,2021,4,2
1197,2021-04-11,2021,4,2
1198,2021-04-12,2021,4,2
1199,2021-04-13,2021,4,2
1200,2021-04-14,2021,4,2
1201,2021-04-15,2021,4,2
1202,2021-04-16,2021,4,2
1203,2021-04-17,2021,4,2
1204,2021-04-18,2021,4,2
1205,2021-04-19,2021,4,2
1206,2021-04-20,2021,4,2
1207,2021-04-21,2021,4,2
1208,2021-04-22,2021,4,2
1209,2021-04-23,2021,4,2
1210,2021-04-24,2021,4,2
1211,2021-04-25,2021,4,2
1212,2021-04-26,2021,4,2
1213,2021-04-27,2021,4,2
1214,2021-04-28,2021,4,2
1215,2021-04-29,2021,4,2
1216,2021-04-30,2021,4,2
1217,2021-05-01,2021,5,2
1218,2021-05-02,2021,5,2
1219,2021-05-03,2021,5,2
1220,2021-05-04,2021,5,2
1221,2021-05-05,2021,5,2
1222,2021-05-06,2021,5,2
1223,2021-05-07,2021,5,2
1224,2021-05-08,2021,5,2
1225,2021-05-09,2021,5,2
1226,2021-05-10,2021,5,2
1227,2021-05-11,2021,5,2
1228,2021-05-12,2021,5,2
1229,2021-05-13,2021,5,2
1230,2021-05-14,2021,5,2
1231,2021-05-15,2021,5,2
1232,2021-05-16,2021,5,2
1233,2021-05-17,2021,5,2
1234,2021-05-18,2021,5,2
1235,2021-05-19,2021,5,2
1236,2021-05-20,2021,5,2
1237,2021-05-21,2021,5,2
1238,2021-05-22,2021,5,2
1239,2021-05-23,2021,5,2
1240,2021-05-24,2021,5,2
1241,2021-05-25,2021,5,2
1242,2021-05-26,2021,5,2
1243,2021-05-27,2021,5,2
1244,2021-05-28,2021,5,2
1245,2021-05-29,2021,5,2
1246,2021-05-30,2021,5,2
1247,2021-05-31,2021,5,2
1248,2021-06-01,2021,6,2
1249,2021-06-02,2021,6,2
1250,2021-06-03,2021,6,2
1251,2021-06-04,2021,6,2
1252,2021-06-05,2021,6,2
1253,2021-06-06,2021,6,2
1254,2021-06-07,2021,6,2
1255,2021-06-08,2021,6,2
1256,2021-06-09,2021,6,2
1257,2021-06-10,2021,6,2
1258,2021-06-11,2021,6,2
1259,2021-06-12,2021,6,2
1260,2021-06-13,2021,6,2
1261,2021-06-14,2021,6,2
1262,2021-06-15,2021,6,2
1263,2021-06-16,2021,6,2
1264,2021-06-17,2021,6,2
1265,2021-06-18,2021,6,2
1266,2021-06-19,2021,6,2
1267,2021-06-20,2021,6,2
1268,2021-06-21,2021,6,2
1269,2021-06-22,2021,6,2
1270,2021-06-23,2021,6,2
1271,2021-06-24,2021,6,2
1272,2021-06-25,2021,6,2
1273,2021-06-26,2021,6,2
1274,2021-06-27,2021,6,2
1275,2021-06-28,2021,6,2
1276,2021-06-29,2021,6,2
1277,2021-06-30,2021,6,2
1278,2021-07-01,2021,7,3
1279,2021-07-02,2021,7,3
1280,2021-07-03,2021,7,3
1281,2021-07-04,2021,7,3
1282,2021-07-05,2021,7,3
1283,2021-07-06,2021,7,3
1284,2021-07-07,2021,7,3
1285,2021-07-08,2021,7,3
1286,2021-07-09,2021,7,3
1287,2021-07-10,2021,7,3
1288,2021-07-11,2021,7,3
1289,2021-07-12,2021,7,3
1290,2021-07-13,2021,7,3
1291,2021-07-14,2021,7,3
1292,2021-07-15,2021,7,3
1293,2021-07-16,2021,7,3
1294,2021-07-17,2021,7,3
1295,2021-07-18,2021,7,3
1296,2021-07-19,2021,7,3
1297,2021-07-20,2021,7,3
1298,2021-07-21,2021,7,3
1299,2021-07-22,2021,7,3
1300,2021-07-23,2021,7,3
1301,2021-07-24,2021,7,3
1302,2021-07-25,2021,7,3
1303,2021-07-26,2021,7,3
1304,2021-07-27,2021,7,3
1305,2021-07-28,2021,7,3
1306,2021-07-29,2021,7,3
1307,2021-07-30,2021,7,3
1308,2021-07-31,2021,7,3
1309,2021-08-01,2021,8,3
1310,2021-08-02,2021,8,3
1311,2021-08-03,2021,8,3
1312,2021-08-04,2021,8,3
1313,2021-08-05,2021,8,3
1314,2021-08-06,2021,8,3
1315,2021-08-07,2021,8,3
1316,2021-08-08,2021,8,3
1317,2021-08-09,2021,8,3
1318,2021-08-10,2021,8,3
1319,2021-08-11,2021,8,3
1320,2021-08-12,2021,8,3
1321,2021-08-13,2021,8,3
1322,2021-08-14,2021,8,3
1323,2021-08-15,2021,8,3
1324,2021-08-16,2021,8,3
1325,2021-08-17,2021,8,3
1326,2021-08-18,2021,8,3
1327,2021-08-19,2021,8,3
1328,2021-08-20,2021,8,3
1329,2021-08-21,2021,8,3
1330,2021-08-22,2021,8,3
1331,2021-08-23,2021,8,3
1332,2021-08-24,2021,8,3
1333,2021-08-25,2021,8,3
1334,2021-08-26,2021,8,3
1335,2021-08-27,2021,8,3
1336,2021-08-28,2021,8,3
1337,2021-08-29,2021,8,3
1338,2021-08-30,2021,8,3
1339,2021-08-31,2021,8,3
1340,2021-09-01,2021,9,3
1341,2021-09-02,2021,9,3
1342,2021-09-03,2021,9,3
1343,2021-09-04,2021,9,3
1344,2021-09-05,2021,9,3
1345,2021-09-06,2021,9,3
1346,2021-09-07,2021,9,3
1347,2021-09-08,2021,9,3
1348,2021-09-09,2021,9,3
1349,2021-09-10,2021,9,3
1350,2021-09-11,2021,9,3
1351,2021-09-12,2021,9,3
1352,2021-09-13,2021,9,3
1353,2021-09-14,2021,9,3
1354,2021-09-15,2021,9,3
1355,2021-09-16,2021,9,3
1356,2021-09-17,2021,9,3
1357,2021-09-18,2021,9,3
1358,2021-09-19,2021,9,3
1359,2021-09-20,2021,9,3
1360,2021-09-21,2021,9,3
1361,2021-09-22,2021,9,3
1362,2021-09-23,2021,9,3
1363,2021-09-24,2021,9,3
1364,2021-09-25,2021,9,3
1365,2021-09-26,2021,9,3
1366,2021-09-27,2021,9,3
1367,2021-09-28,2021,9,3
1368,2021-09-29,2021,9,3
1369,2021-09-30,2021,9,3
1370,2021-10-01,2021,10,4
1371,2021-10-02,2021,10,4
1372,2021-10-03,2021,10,4
1373,2021-10-04,2021,10,4
1374,2021-10-05,2021,10,4
1375,2021-10-06,2021,10,4
1376,2021-10-07,2021,10,4
1377,2021-10-08,2021,10,4
1378,2021-10-09,2021,10,4
1379,2021-10-10,2021,10,4
1380,2021-10-11,2021,10,4
1381,2021-10-12,2021,10,4
1382,2021-10-13,2021,10,4
1383,2021-10-14,2021,10,4
1384,2021-10-15,2021,10,4
1385,2021-10-16,2021,10,4
1386,2021-10-17,2021,10,4
1387,2021-10-18,2021,10,4
1388,2021-10-19,2021,10,4
1389,2021-10-20,2021,10,4
1390,2021-10-21,2021,10,4
1391,2021-10-22,2021,10,4
1392,2021-10-23,2021,10,4
1393,2021-10-24,2021,10,4
1394,2021-10-25,2021,10,4
1395,2021-10-26,2021,10,4
1396,2021-10-27,2021,10,4
1397,2021-10-28,2021,10,4
1398,2021-10-29,2021,10,4
1399,2021-10-30,2021,10,4
1400,2021-10-31,2021,10,4
1401,2021-11-01,2021,11,4
1402,2021-11-02,2021,11,4
1403,2021-11-03,2021,11,4
1404,2021-11-04,2021,11,4
1405,2021-11-05,2021,11,4
1406,2021-11-06,2021,11,4
1407,2021-11-07,2021,11,4
1408,2021-11-08,2021,11,4
1409,2021-11-09,2021,11,4
1410,2021-11-10,2021,11,4
1411,2021-11-11,2021,11,4
1412,2021-11-12,2021,11,4
1413,2021-11-13,2021,11,4
1414,2021-11-14,2021,11,4
1415,2021-11-15,2021,11,4
1416,2021-11-16,2021,11,4
1417,2021-11-17,2021,11,4
1418,2021-11-18,2021,11,4
1419,2021-11-19,2021,11,4
1420,2021-11-20,2021,11,4
1421,2021-11-21,2021,11,4
1422,2021-11-22,2021,11,4
1423,2021-11-23,2021,11,4
1424,2021-11-24,2021,11,4
1425,2021-11-25,2021,11,4
1426,2021-11-26,2021,11,4
1427,2021-11-27,2021,11,4
1428,2021-11-28,2021,11,4
1429,2021-11-29,2021,11,4
1430,2021-11-30,2021,11,4
1431,2021-12-01,2021,12,4
1432,2021-12-02,2021,12,4
1433,2021-12-03,2021,12,4
1434,2021-12-04,2021,12,4
1435,2021-12-05,2021,12,4
1436,2021-12-06,2021,12,4
1437,2021-12-07,2021,12,4
1438,2021-12-08,2021,12,4
1439,2021-12-09,2021,12,4
1440,2021-12-10,2021,12,4
1441,2021-12-11,2021,12,4
1442,2021-12-12,2021,12,4
1443,2021-12-13,2021,12,4
1444,2021-12-14,2021,12,4
1445,2021-12-15,2021,12,4
1446,2021-12-16,2021,12,4
1447,2021-12-17,2021,12,4
1448,2021-12-18,2021,12,4
1449,2021-12-19,2021,12,4
1450,2021-12-20,2021,12,4
1451,2021-12-21,2021,12,4
1452,2021-12-22,2021,12,4
1453,2021-12-23,2021,12,4
1454,2021-12-24,2021,12,4
1455,2021-12-25,2021,12,4
1456,2021-12-26,2021,12,4
1457,2021-12-27,2021,12,4
1458,2021-12-28,2021,12,4
1459,2021-12-29,2021,12,4
1460,2021-12-30,2021,12,4
1461,2021-12-31,2021,12,4
1462,2022-01-01,2022,1,1
1463,2022-01-02,2022,1,1
1464,2022-01-03,2022,1,1
1465,2022-01-04,2022,1,1
1466,2022-01-05,2022,1,1
1467,2022-01-06,2022,1,1
1468,2022-01-07,2022,1,1
1469,2022-01-08,2022,1,1
1470,2022-01-09,2022,1,1
1471,2022-01-10,2022,1,1
1472,2022-01-11,2022,1,1
1473,2022-01-12,2022,1,1
1474,2022-01-13,2022,1,1
1475,2022-01-14,2022,1,1
1476,2022-01-15,2022,1,1
1477,2022-01-16,2022,1,1
1478,2022-01-17,2022,1,1
1479,2022-01-18,2022,1,1
1480,2022-01-19,2022,1,1
1481,2022-01-20,2022,1,1
1482,2022-01-21,2022,1,1
1483,2022-01-22,2022,1,1
1484,2022-01-23,2022,1,1
1485,2022-01-24,2022,1,1
1486,2022-01-25,2022,1,1
1487,2022-01-26,2022,1,1
1488,2022-01-27,2022,1,1
1489,2022-01-28,2022,1,1
1490,2022-01-29,2022,1,1
1491,2022-01-30,2022,1,1
1492,2022-01-31,2022,1,1
1493,2022-02-01,2022,2,1
1494,2022-02-02,2022,2,1
1495,2022-02-03,2022,2,1
1496,2022-02-04,2022,2,1
1497,2022-02-05,2022,2,1
1498,2022-02-06,2022,2,1
1499,2022-02-07,2022,2,1
1500,2022-02-08,2022,2,1
1501,2022-02-09,2022,2,1
1502,2022-02-10,2022,2,1
1503,2022-02-11,2022,2,1
1504,2022-02-12,2022,2,1
1505,2022-02-13,2022,2,1
1506,2022-02-14,2022,2,1
1507,2022-02-15,2022,2,1
1508,2022-02-16,2022,2,1
1509,2022-02-17,2022,2,1
1510,2022-02-18,2022,2,1
1511,2022-02-19,2022,2,1
1512,2022-02-20,2022,2,1
1513,2022-02-21,2022,2,1
1514,2022-02-22,2022,2,1
1515,2022-02-23,2022,2,1
1516,2022-02-24,2022,2,1
1517,2022-02-25,2022,2,1
1518,2022-02-26,2022,2,1
1519,2022-02-27,2022,2,1
1520,2022-02-28,2022,2,1
1521,2022-03-01,2022,3,1
1522,2022-03-02,2022,3,1
1523,2022-03-03,2022,3,1
1524,2022-03-04,2022,3,1
1525,2022-03-05,2022,3,1
1526,2022-03-06,2022,3,1
1527,2022-03-07,2022,3,1
1528,2022-03-08,2022,3,1
1529,2022-03-09,2022,3,1
1530,2022-03-10,2022,3,1
1531,2022-03-11,2022,3,1
1532,2022-03-12,2022,3,1
1533,2022-03-13,2022,3,1
1534,2022-03-14,2022,3,1
1535,2022-03-15,2022,3,1
1536,2022-03-16,2022,3,1
1537,2022-03-17,2022,3,1
1538,2022-03-18,2022,3,1
1539,2022-03-19,2022,3,1
1540,2022-03-20,2022,3,1
1541,2022-03-21,2022,3,1
1542,2022-03-22,2022,3,1
1543,2022-03-23,2022,3,1
1544,2022-03-24,2022,3,1
1545,2022-03-25,2022,3,1
1546,2022-03-26,2022,3,1
1547,2022-03-27,2022,3,1
1548,2022-03-28,2022,3,1
1549,2022-03-29,2022,3,1
1550,2022-03-30,2022,3,1
1551,2022-03-31,2022,3,1
1552,2022-04-01,2022,4,2
1553,2022-04-02,2022,4,2
1554,2022-04-03,2022,4,2
1555,2022-04-04,2022,4,2
1556,2022-04-05,2022,4,2
1557,2022-04-06,2022,4,2
1558,2022-04-07,2022,4,2
1559,2022-04-08,2022,4,2
1560,2022-04-09,2022,4,2
1561,2022-04-10,2022,4,2
1562,2022-04-11,2022,4,2
1563,2022-04-12,2022,4,2
1564,2022-04-13,2022,4,2
1565,2022-04-14,2022,4,2
1566,2022-04-15,2022,4,2
1567,2022-04-16,2022,4,2
1568,2022-04-17,2022,4,2
1569,2022-04-18,2022,4,2
1570,2022-04-19,2022,4,2
1571,2022-04-20,2022,4,2
1572,2022-04-21,2022,4,2
1573,2022-04-22,2022,4,2
1574,2022-04-23,2022,4,2
1575,2022-04-24,2022,4,2
1576,2022-04-25,2022,4,2
1577,2022-04-26,2022,4,2
1578,2022-04-27,2022,4,2
1579,2022-04-28,2022,4,2
1580,2022-04-29,2022,4,2
1581,2022-04-30,2022,4,2
1582,2022-05-01,2022,5,2
1583,2022-05-02,2022,5,2
1584,2022-05-03,2022,5,2
1585,2022-05-04,2022,5,2
1586,2022-05-05,2022,5,2
1587,2022-05-06,2022,5,2
1588,2022-05-07,2022,5,2
1589,2022-05-08,2022,5,2
1590,2022-05-09,2022,5,2
1591,2022-05-10,2022,5,2
1592,2022-05-11,2022,5,2
1593,2022-05-12,2022,5,2
1594,2022-05-13,2022,5,2
1595,2022-05-14,2022,5,2
1596,2022-05-15,2022,5,2
1597,2022-05-16,2022,5,2
1598,2022-05-17,2022,5,2
1599,2022-05-18,2022,5,2
1600,2022-05-19,2022,5,2
1601,2022-05-20,2022,5,2
1602,2022-05-21,2022,5,2
1603,2022-05-22,2022,5,2
1604,2022-05-23,2022,5,2
1605,2022-05-24,2022,5,2
1606,2022-05-25,2022,5,2
1607,2022-05-26,2022,5,2
1608,2022-05-27,2022,5,2
1609,2022-05-28,2022,5,2
1610,2022-05-29,2022,5,2
1611,2022-05-30,2022,5,2
1612,2022-05-31,2022,5,2
1613,2022-06-01,2022,6,2
1614,2022-06-02,2022,6,2
1615,2022-06-03,2022,6,2
1616,2022-06-04,2022,6,2
1617,2022-06-05,2022,6,2
1618,2022-06-06,2022,6,2
1619,2022-06-07,2022,6,2
1620,2022-06-08,2022,6,2
1621,2022-06-09,2022,6,2
1622,2022-06-10,2022,6,2
1623,2022-06-11,2022,6,2
1624,2022-06-12,2022,6,2
1625,2022-06-13,2022,6,2
1626,2022-06-14,2022,6,2
1627,2022-06-15,2022,6,2
1628,2022-06-16,2022,6,2
1629,2022-06-17,2022,6,2
1630,2022-06-18,2022,6,2
1631,2022-06-19,2022,6,2
1632,2022-06-20,2022,6,2
1633,2022-06-21,2022,6,2
1634,2022-06-22,2022,6,2
1635,2022-06-23,2022,6,2
1636,2022-06-24,2022,6,2
1637,2022-06-25,2022,6,2
1638,2022-06-26,2022,6,2
1639,2022-06-27,2022,6,2
1640,2022-06-28,2022,6,2
1641,2022-06-29,2022,6,2
1642,2022-06-30,2022,6,2
1643,2022-07-01,2022,7,3
1644,2022-07-02,2022,7,3
1645,2022-07-03,2022,7,3
1646,2022-07-04,2022,7,3
